4.500000201165676117e+01,1.775000000000000000e+02
2.700000026822090149e+02,1.331250000000000000e+02
2.250000053644180298e+02,4.437500000000000000e+01
0.000000000000000000e+00,4.437500000000000000e+01
2.700000026822090149e+02,2.662500000000000000e+02
3.600000160932540894e+02,2.218750000000000000e+02
3.600000160932540894e+02,6.656250000000000000e+02
4.049999946355819702e+02,4.437500000000000000e+02
4.949999892711639404e+02,5.768750000000000000e+02
5.849999839067459106e+02,6.656250000000000000e+02
9.000000402331352234e+01,3.550000000000000000e+02
5.400000053644180298e+02,2.662500000000000000e+02
0.000000000000000000e+00,1.331250000000000000e+02
5.400000053644180298e+02,2.218750000000000000e+02
2.250000053644180298e+02,1.331250000000000000e+02
2.700000026822090149e+02,7.100000000000000000e+02
1.800000080466270447e+02,6.656250000000000000e+02
4.500000201165676117e+01,6.212500000000000000e+02
4.500000201165676117e+01,4.437500000000000000e+01
5.400000053644180298e+02,5.325000000000000000e+02
0.000000000000000000e+00,3.106250000000000000e+02
3.600000160932540894e+02,2.662500000000000000e+02
9.000000402331352234e+01,0.000000000000000000e+00
6.300000000000000000e+02,4.437500000000000000e+01
4.049999946355819702e+02,2.662500000000000000e+02
2.700000026822090149e+02,4.881250000000000000e+02
4.500000107288360596e+02,8.875000000000000000e+01
2.700000026822090149e+02,5.325000000000000000e+02
2.250000053644180298e+02,3.550000000000000000e+02
0.000000000000000000e+00,1.331250000000000000e+02
2.250000053644180298e+02,0.000000000000000000e+00
4.949999892711639404e+02,4.437500000000000000e+01
9.000000402331352234e+01,5.325000000000000000e+02
4.500000201165676117e+01,5.325000000000000000e+02
9.000000402331352234e+01,1.331250000000000000e+02
5.400000053644180298e+02,1.331250000000000000e+02
5.400000053644180298e+02,8.875000000000000000e+01
4.049999946355819702e+02,1.775000000000000000e+02
5.849999839067459106e+02,4.437500000000000000e+01
0.000000000000000000e+00,1.331250000000000000e+02
3.600000160932540894e+02,4.437500000000000000e+01
5.849999839067459106e+02,1.775000000000000000e+02
1.800000080466270447e+02,1.331250000000000000e+02
4.049999946355819702e+02,1.775000000000000000e+02
5.849999839067459106e+02,6.656250000000000000e+02
4.949999892711639404e+02,3.993750000000000000e+02
6.300000000000000000e+02,4.881250000000000000e+02
5.849999839067459106e+02,3.993750000000000000e+02
9.000000402331352234e+01,5.768750000000000000e+02
4.049999946355819702e+02,7.100000000000000000e+02
2.700000026822090149e+02,3.550000000000000000e+02
9.000000402331352234e+01,6.212500000000000000e+02
3.150000000000000000e+02,1.775000000000000000e+02
5.400000053644180298e+02,4.881250000000000000e+02
4.049999946355819702e+02,3.993750000000000000e+02
1.800000080466270447e+02,6.212500000000000000e+02
4.500000107288360596e+02,3.550000000000000000e+02
1.350000013411045074e+02,1.331250000000000000e+02
3.150000000000000000e+02,2.662500000000000000e+02
3.600000160932540894e+02,8.875000000000000000e+01
6.300000000000000000e+02,1.775000000000000000e+02
9.000000402331352234e+01,7.100000000000000000e+02
2.700000026822090149e+02,4.881250000000000000e+02
4.949999892711639404e+02,2.662500000000000000e+02
6.300000000000000000e+02,4.881250000000000000e+02
4.949999892711639404e+02,6.212500000000000000e+02
4.949999892711639404e+02,0.000000000000000000e+00
5.400000053644180298e+02,3.106250000000000000e+02
4.500000201165676117e+01,8.875000000000000000e+01
1.350000013411045074e+02,6.656250000000000000e+02
9.000000402331352234e+01,3.550000000000000000e+02
4.049999946355819702e+02,5.768750000000000000e+02
3.600000160932540894e+02,7.100000000000000000e+02
2.700000026822090149e+02,6.212500000000000000e+02
4.949999892711639404e+02,1.775000000000000000e+02
2.250000053644180298e+02,3.993750000000000000e+02
4.949999892711639404e+02,5.768750000000000000e+02
4.949999892711639404e+02,6.212500000000000000e+02
5.849999839067459106e+02,6.656250000000000000e+02
4.500000107288360596e+02,4.437500000000000000e+02
9.000000402331352234e+01,8.875000000000000000e+01
4.500000201165676117e+01,2.662500000000000000e+02
1.800000080466270447e+02,3.550000000000000000e+02
4.500000107288360596e+02,1.775000000000000000e+02
3.150000000000000000e+02,5.325000000000000000e+02
5.849999839067459106e+02,5.768750000000000000e+02
5.400000053644180298e+02,3.106250000000000000e+02
9.000000402331352234e+01,1.775000000000000000e+02
1.350000013411045074e+02,6.656250000000000000e+02
3.150000000000000000e+02,1.775000000000000000e+02
6.300000000000000000e+02,5.768750000000000000e+02
3.600000160932540894e+02,4.437500000000000000e+01
9.000000402331352234e+01,6.212500000000000000e+02
4.500000201165676117e+01,2.218750000000000000e+02
6.300000000000000000e+02,0.000000000000000000e+00
1.350000013411045074e+02,8.875000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00
9.000000402331352234e+01,4.437500000000000000e+02
4.500000201165676117e+01,6.212500000000000000e+02
9.000000402331352234e+01,4.437500000000000000e+01
3.150000000000000000e+02,2.662500000000000000e+02
4.500000107288360596e+02,6.212500000000000000e+02
3.600000160932540894e+02,6.212500000000000000e+02
9.000000402331352234e+01,5.325000000000000000e+02
6.300000000000000000e+02,0.000000000000000000e+00
5.849999839067459106e+02,2.218750000000000000e+02
4.049999946355819702e+02,7.100000000000000000e+02
0.000000000000000000e+00,1.775000000000000000e+02
5.400000053644180298e+02,3.550000000000000000e+02
5.400000053644180298e+02,1.331250000000000000e+02
2.700000026822090149e+02,2.218750000000000000e+02
1.800000080466270447e+02,3.993750000000000000e+02
2.250000053644180298e+02,4.437500000000000000e+01
5.400000053644180298e+02,3.550000000000000000e+02
2.700000026822090149e+02,4.437500000000000000e+02
1.350000013411045074e+02,5.768750000000000000e+02
1.800000080466270447e+02,5.768750000000000000e+02
4.500000107288360596e+02,3.993750000000000000e+02
4.949999892711639404e+02,2.218750000000000000e+02
3.150000000000000000e+02,0.000000000000000000e+00
5.400000053644180298e+02,4.437500000000000000e+02
4.049999946355819702e+02,0.000000000000000000e+00
5.400000053644180298e+02,3.106250000000000000e+02
5.400000053644180298e+02,1.331250000000000000e+02
2.700000026822090149e+02,1.775000000000000000e+02
4.500000107288360596e+02,1.331250000000000000e+02
2.250000053644180298e+02,0.000000000000000000e+00
1.800000080466270447e+02,4.437500000000000000e+02
5.849999839067459106e+02,1.775000000000000000e+02
4.949999892711639404e+02,1.331250000000000000e+02
2.250000053644180298e+02,1.775000000000000000e+02
4.049999946355819702e+02,5.768750000000000000e+02
6.300000000000000000e+02,1.331250000000000000e+02
4.500000107288360596e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.775000000000000000e+02
4.500000107288360596e+02,3.550000000000000000e+02
4.949999892711639404e+02,6.212500000000000000e+02
5.400000053644180298e+02,5.768750000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+01
5.849999839067459106e+02,1.331250000000000000e+02
3.150000000000000000e+02,5.768750000000000000e+02
6.300000000000000000e+02,2.662500000000000000e+02
2.700000026822090149e+02,5.325000000000000000e+02
4.049999946355819702e+02,4.437500000000000000e+01
2.250000053644180298e+02,4.881250000000000000e+02
4.500000107288360596e+02,8.875000000000000000e+01
9.000000402331352234e+01,7.100000000000000000e+02
2.700000026822090149e+02,1.775000000000000000e+02
0.000000000000000000e+00,3.993750000000000000e+02
1.800000080466270447e+02,1.775000000000000000e+02
1.800000080466270447e+02,4.437500000000000000e+02
1.350000013411045074e+02,7.100000000000000000e+02
5.849999839067459106e+02,3.993750000000000000e+02
2.700000026822090149e+02,5.768750000000000000e+02
1.800000080466270447e+02,3.106250000000000000e+02
3.150000000000000000e+02,5.325000000000000000e+02
2.700000026822090149e+02,1.775000000000000000e+02
4.500000201165676117e+01,6.212500000000000000e+02
1.800000080466270447e+02,5.325000000000000000e+02
0.000000000000000000e+00,4.437500000000000000e+02
9.000000402331352234e+01,2.218750000000000000e+02
4.500000107288360596e+02,8.875000000000000000e+01
0.000000000000000000e+00,4.881250000000000000e+02
3.600000160932540894e+02,4.881250000000000000e+02
4.500000107288360596e+02,7.100000000000000000e+02
1.350000013411045074e+02,8.875000000000000000e+01
5.849999839067459106e+02,6.656250000000000000e+02
1.800000080466270447e+02,1.775000000000000000e+02
6.300000000000000000e+02,3.993750000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+02
2.250000053644180298e+02,6.212500000000000000e+02
1.350000013411045074e+02,4.437500000000000000e+02
0.000000000000000000e+00,4.437500000000000000e+02
2.700000026822090149e+02,7.100000000000000000e+02
1.800000080466270447e+02,0.000000000000000000e+00
0.000000000000000000e+00,4.437500000000000000e+02
9.000000402331352234e+01,1.331250000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+01
1.800000080466270447e+02,3.550000000000000000e+02
0.000000000000000000e+00,3.550000000000000000e+02
9.000000402331352234e+01,6.656250000000000000e+02
3.600000160932540894e+02,3.993750000000000000e+02
6.300000000000000000e+02,2.662500000000000000e+02
3.150000000000000000e+02,2.662500000000000000e+02
9.000000402331352234e+01,7.100000000000000000e+02
3.150000000000000000e+02,3.993750000000000000e+02
1.800000080466270447e+02,4.437500000000000000e+02
4.049999946355819702e+02,3.993750000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+01
1.800000080466270447e+02,4.437500000000000000e+02
2.250000053644180298e+02,4.437500000000000000e+02
1.350000013411045074e+02,2.218750000000000000e+02
4.500000201165676117e+01,5.325000000000000000e+02
9.000000402331352234e+01,0.000000000000000000e+00
5.400000053644180298e+02,3.993750000000000000e+02
3.150000000000000000e+02,0.000000000000000000e+00
2.700000026822090149e+02,6.212500000000000000e+02
6.300000000000000000e+02,3.993750000000000000e+02
6.300000000000000000e+02,4.437500000000000000e+02
4.500000107288360596e+02,2.218750000000000000e+02
6.300000000000000000e+02,3.993750000000000000e+02
4.500000107288360596e+02,5.325000000000000000e+02
4.500000201165676117e+01,1.775000000000000000e+02
3.600000160932540894e+02,3.106250000000000000e+02
4.949999892711639404e+02,6.656250000000000000e+02
3.600000160932540894e+02,2.662500000000000000e+02
3.600000160932540894e+02,7.100000000000000000e+02
2.250000053644180298e+02,4.437500000000000000e+01
6.300000000000000000e+02,8.875000000000000000e+01
3.150000000000000000e+02,3.993750000000000000e+02
2.250000053644180298e+02,5.768750000000000000e+02
9.000000402331352234e+01,1.775000000000000000e+02
6.300000000000000000e+02,5.768750000000000000e+02
1.350000013411045074e+02,5.768750000000000000e+02
1.800000080466270447e+02,7.100000000000000000e+02
2.250000053644180298e+02,1.775000000000000000e+02
0.000000000000000000e+00,2.662500000000000000e+02
4.500000201165676117e+01,3.550000000000000000e+02
3.600000160932540894e+02,8.875000000000000000e+01
0.000000000000000000e+00,8.875000000000000000e+01
5.400000053644180298e+02,1.331250000000000000e+02
4.500000201165676117e+01,3.106250000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00
9.000000402331352234e+01,8.875000000000000000e+01
6.300000000000000000e+02,5.768750000000000000e+02
4.949999892711639404e+02,7.100000000000000000e+02
4.949999892711639404e+02,6.212500000000000000e+02
5.849999839067459106e+02,4.437500000000000000e+02
3.150000000000000000e+02,1.331250000000000000e+02
1.350000013411045074e+02,6.212500000000000000e+02
4.500000201165676117e+01,7.100000000000000000e+02
4.500000201165676117e+01,4.437500000000000000e+02
2.250000053644180298e+02,4.881250000000000000e+02
4.049999946355819702e+02,1.775000000000000000e+02
4.049999946355819702e+02,3.993750000000000000e+02
5.849999839067459106e+02,4.881250000000000000e+02
1.350000013411045074e+02,4.881250000000000000e+02
3.150000000000000000e+02,0.000000000000000000e+00
4.500000107288360596e+02,1.331250000000000000e+02
6.300000000000000000e+02,3.993750000000000000e+02
4.949999892711639404e+02,5.768750000000000000e+02
4.500000201165676117e+01,7.100000000000000000e+02
2.250000053644180298e+02,3.993750000000000000e+02
2.700000026822090149e+02,6.656250000000000000e+02
4.500000107288360596e+02,8.875000000000000000e+01
4.500000107288360596e+02,3.550000000000000000e+02
2.700000026822090149e+02,1.775000000000000000e+02
0.000000000000000000e+00,8.875000000000000000e+01
0.000000000000000000e+00,1.331250000000000000e+02
6.300000000000000000e+02,6.212500000000000000e+02
6.300000000000000000e+02,1.331250000000000000e+02
4.049999946355819702e+02,8.875000000000000000e+01
4.500000107288360596e+02,6.656250000000000000e+02
3.150000000000000000e+02,2.662500000000000000e+02
4.500000201165676117e+01,4.437500000000000000e+02
1.800000080466270447e+02,8.875000000000000000e+01
3.600000160932540894e+02,5.768750000000000000e+02
5.400000053644180298e+02,6.212500000000000000e+02
1.350000013411045074e+02,4.881250000000000000e+02
9.000000402331352234e+01,4.437500000000000000e+02
5.849999839067459106e+02,4.881250000000000000e+02
5.400000053644180298e+02,5.768750000000000000e+02
1.350000013411045074e+02,0.000000000000000000e+00
2.700000026822090149e+02,1.775000000000000000e+02
5.849999839067459106e+02,1.331250000000000000e+02
2.700000026822090149e+02,2.662500000000000000e+02
4.949999892711639404e+02,2.218750000000000000e+02
4.049999946355819702e+02,1.775000000000000000e+02
3.600000160932540894e+02,0.000000000000000000e+00
1.800000080466270447e+02,0.000000000000000000e+00
6.300000000000000000e+02,1.775000000000000000e+02
5.400000053644180298e+02,3.550000000000000000e+02
3.150000000000000000e+02,3.106250000000000000e+02
1.800000080466270447e+02,3.106250000000000000e+02
1.350000013411045074e+02,4.437500000000000000e+01
6.300000000000000000e+02,6.656250000000000000e+02
4.500000201165676117e+01,7.100000000000000000e+02
4.949999892711639404e+02,7.100000000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+02
3.600000160932540894e+02,0.000000000000000000e+00
2.700000026822090149e+02,5.325000000000000000e+02
4.500000201165676117e+01,2.662500000000000000e+02
2.250000053644180298e+02,5.325000000000000000e+02
4.500000201165676117e+01,0.000000000000000000e+00
4.949999892711639404e+02,4.437500000000000000e+01
2.700000026822090149e+02,1.331250000000000000e+02
1.350000013411045074e+02,4.881250000000000000e+02
1.800000080466270447e+02,1.775000000000000000e+02
4.949999892711639404e+02,6.212500000000000000e+02
9.000000402331352234e+01,3.106250000000000000e+02
1.350000013411045074e+02,4.437500000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+01
5.849999839067459106e+02,1.331250000000000000e+02
9.000000402331352234e+01,5.325000000000000000e+02
4.049999946355819702e+02,1.331250000000000000e+02
4.949999892711639404e+02,8.875000000000000000e+01
1.800000080466270447e+02,3.993750000000000000e+02
2.700000026822090149e+02,7.100000000000000000e+02
4.500000107288360596e+02,3.550000000000000000e+02
9.000000402331352234e+01,3.106250000000000000e+02
5.849999839067459106e+02,6.656250000000000000e+02
4.049999946355819702e+02,2.218750000000000000e+02
2.250000053644180298e+02,8.875000000000000000e+01
4.949999892711639404e+02,5.768750000000000000e+02
0.000000000000000000e+00,6.656250000000000000e+02
0.000000000000000000e+00,1.775000000000000000e+02
1.800000080466270447e+02,3.550000000000000000e+02
4.949999892711639404e+02,4.437500000000000000e+01
5.400000053644180298e+02,1.331250000000000000e+02
4.049999946355819702e+02,3.106250000000000000e+02
3.600000160932540894e+02,4.437500000000000000e+02
5.849999839067459106e+02,2.218750000000000000e+02
4.049999946355819702e+02,3.993750000000000000e+02
1.350000013411045074e+02,5.325000000000000000e+02
2.250000053644180298e+02,1.331250000000000000e+02
4.500000201165676117e+01,3.106250000000000000e+02
0.000000000000000000e+00,4.881250000000000000e+02
